id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
8f4607b3-1bd3-48f7-952c-4bf275108ac8,534,"VOICE VLAN (NEW ""VOICE"" VLAN)",NETWORK TEAM,The network team implemented the new Voice VLAN and later adjusted its NAT/session timeout configuration to align with Direct Routing architecture after coordination with support engineers.,9.0,16,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
a08a704c-b56a-4032-ac38-6bc82c1ef1d2,535,"VOICE VLAN (NEW ""VOICE"" VLAN)",FIREWALL,"Firewall analysis showed no blocking and standard ports open, but firewall/NAT behavior (session timeouts) in conjunction with the Voice VLAN's NAT policy was implicated in premature session expiration.",7.0,18,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
16e21c5a-b1e1-4ab4-8456-cf0d6b6d8c86,536,"VOICE VLAN (NEW ""VOICE"" VLAN)",VOIP TRAFFIC,"VoIP traffic was placed onto the new ""Voice"" VLAN at the Basel location; that VLAN's distinct NAT policy and timeout settings directly affected VoIP session persistence.",10.0,7,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
91f02ce7-8923-4f58-9f91-2eb80bfe33b1,537,NAT POLICY / NAT SESSION TIMEOUT (UDP SESSION TIMEOUT),ZURICH LOCATION,Comparison with Zurich's configuration (180s timeout) highlighted the misconfiguration at Basel and guided the remediation to align timeouts per architecture.,7.0,16,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
edbaa8c2-3d06-4ddc-a83d-94f64424868b,538,NAT POLICY / NAT SESSION TIMEOUT (UDP SESSION TIMEOUT),BLUEPRINT – MICROSOFT TEAMS DIRECT ROUTING & SESSION HANDLING – VERSION 2.1,The blueprint documents recommended NAT/session persistence and SIP session timer settings; it was used as the reference to adjust the NAT timeout to prevent premature call termination.,10.0,8,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
09940524-a25e-413e-8e0e-1e5ae6142984,539,NAT POLICY / NAT SESSION TIMEOUT (UDP SESSION TIMEOUT),NETWORK TEAM,"The network team applied and later changed the NAT policy / UDP session timeout on the Basel Voice VLAN to resolve the issue, implementing the fix described in the ticket closure.",10.0,15,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
bb11c97a-f493-42d6-97f6-0710b2847a33,540,NAT POLICY / NAT SESSION TIMEOUT (UDP SESSION TIMEOUT),BYE FROM SBC,"The short UDP/NAT session timeout (30s) on the Basel NAT policy caused session state to expire, contributing to the SBC terminating calls (BYE); adjusting the NAT/session timeout removed the condition prompting BYE-based teardown.",10.0,8,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
abaa1a0c-2ccc-4c7a-883b-213e5f4634b5,541,FIREWALL,STANDARD PORT CONFIGURATION,The firewall analysis confirmed ports were open according to the standard port configuration; this relationship supports the conclusion that port blocking was not the cause and that NAT/session behavior was responsible.,8.0,13,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
52dbf6fb-cd65-42ed-ab7a-7f95b7996dea,542,SBC LOGS,TEST CALLS (TO MOBILE PHONE),"Test calls produced log entries showing the BYE at ~29–31 seconds, providing reproducible evidence in the SBC logs for the issue and for validating fixes.",9.0,8,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
0d7b63fd-c03e-40c9-9cc7-e5d78910f82b,543,SBC LOGS,SIP SESSION TIMERS,SIP session timer behavior and the negotiated/advertised Session-Expires values were validated by inspecting SBC logs during the detailed SIP analysis.,9.0,8,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
8533a9b1-ce2d-4dc9-8faf-0cf9312d5ba9,544,TEST CALLS (TO MOBILE PHONE),CALL ENDED CLIENT MESSAGE,"Test calls produced the client-side ""Call Ended"" message after ~29–31 seconds, providing a reproducible user-observable symptom that correlated with SBC log entries.",9.0,4,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
2c5453d9-3a20-406f-8de3-2caaa98cdd10,545,BYE FROM SBC,CALL ENDED CLIENT MESSAGE,"The BYE sent by the SBC produced the user-visible ""Call Ended"" message in the Teams client when the external call disconnected at ~29–31 seconds.",9.0,5,['40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0']
ee6845c1-9d61-497d-9afb-72dcfec2c247,546,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,CUSTOMER COMPANY 40,The blueprint is authored for and applies to Customer Company 40; it describes how that organization's web applications must be published securely via the perimeter architecture.,10.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
a417e0c8-7714-4500-b7df-f9cc2f556200,547,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,WEB APPLICATION FIREWALL (WAF),"The blueprint defines the WAF role and operational rules (TLS termination, inspection, header rewrite, templates) and mandates validation of WAF profiles and policies after patches.
The blueprint requires validation of WAF templates, inspection policies, and TLS profiles after firmware/security updates and mandates that any changes to WAF profiles or reverse proxy rules be validated against the document.",20.0,18,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
56df2dd1-5650-4c68-9ba3-e75bd52b0182,548,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,DEFAULT-STRICT PROFILE,"The blueprint explicitly forbids use of generic ""Default-Strict"" WAF profiles for productive portal services and requires dedicated templates instead.",9.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
1f0c81f2-ecd4-47c1-8055-8d92f07de128,549,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,CUSTOMER PORTAL (PORTAL.KF40.CH),The blueprint prescribes how the customer portal (portal.kf40.ch) must be published (via the WAF and Portal-App-Template) and lists it as a covered application.,9.0,12,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
68bf94c9-d4f6-4ffc-af56-d04a0545c6a2,550,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,PARTNER ACCESS,Partner access is identified as a use case in the blueprint and must be published using the defined WAF/Reverse Proxy templates and controls.,8.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
2e6b2dda-fcaf-4e95-a8ff-b65487345d96,551,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,INTERNAL WEB SERVICES WITH EXTERNAL INTERFACE,The blueprint covers internal web services that expose external interfaces and mandates they be published through the WAF/Reverse Proxy with required protections rather than direct exposure.,9.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
94ffd62c-3fdd-403c-ae87-f071dfcaa2e8,552,WEB PUBLISHING BLUEPRINT - CUSTOMER COMPANY 40,CERTIFICATE SERVICE,"The blueprint includes validation steps for certificates and TLS profiles (decision tree item ""Was a certificate recently renewed?"") and thus expects coordination with the certificate service for renewal impacts.",9.0,9,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
5b3a57b0-d267-408e-a4a8-69f8e9ed307b,553,WEB APPLICATION FIREWALL (WAF),TLS TERMINATION (TLS OFFLOADING),The WAF performs TLS termination at the perimeter (TLS offloading) as specified by the blueprint; TLS is terminated on the WAF before requests are forwarded to backends.,10.0,12,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
a16c7edd-41f6-4077-974e-c0c1e27d049c,554,WEB APPLICATION FIREWALL (WAF),PORTAL-APP-TEMPLATE,"The WAF must use the Portal-App-Template for portal applications; the template contains header rewrite rules, session handling, HTTPS semantics preservation, and HTTP/2 compatibility required by the blueprint.",10.0,17,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
81d53bbc-f9c5-4020-a14d-49cb79e701a6,555,WEB APPLICATION FIREWALL (WAF),HEADER REWRITE RULES,Header rewrite rules are implemented on the WAF to preserve/adjust host and protocol headers for backend interpretation and to avoid redirect loops or broken authentication flows.,10.0,15,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
2473158d-a449-48a4-9515-9d128348f5e1,556,WEB APPLICATION FIREWALL (WAF),LOAD BALANCING,The WAF provides or integrates with load balancing to distribute incoming requests across backend application servers; load balancing must conform to session persistence requirements.,9.0,12,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
c1724856-e620-4dc9-8cca-44140453e1cb,557,WEB APPLICATION FIREWALL (WAF),"X-FORWARDED HEADERS (X-FORWARDED-PROTO, X-FORWARDED-HOST)","The WAF must set and preserve X-Forwarded headers (e.g., X-Forwarded-Proto: https and X-Forwarded-Host) and must not remove or overwrite them through inspection/security profiles so backends receive original request context.",10.0,14,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
849495be-84e9-462f-aa4f-4dad1a990ade,558,WEB APPLICATION FIREWALL (WAF),REVERSE PROXY LAYER,"The WAF and reverse proxy layer operate together at the perimeter: the WAF handles security (inspection, TLS termination, template enforcement) while the reverse proxy handles forwarding, host header handling and session persistence.",10.0,17,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
2fd0d57b-24e3-47b7-9ef6-1669cd7eee29,559,WEB APPLICATION FIREWALL (WAF),PERIMETER ZONE,"The Perimeter Zone is the logical location where the WAF is deployed and where TLS termination, inspection policies, and template enforcement occur as specified by the blueprint.",10.0,14,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
5557d3f2-137f-423f-97ed-ebc81ae51dbc,560,WEB APPLICATION FIREWALL (WAF),CERTIFICATE SERVICE,The WAF depends on certificates and TLS profiles managed by the certificate service for TLS termination; certificate renewal or misconfiguration at the WAF can disrupt external access and is explicitly checked in the blueprint decision tree.,10.0,13,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
a39c72ac-530e-411a-9913-c9209179a41e,561,WEB APPLICATION FIREWALL (WAF),WAF PROFILES,"WAF profiles (templates) are deployed on the WAF and determine behavior for inspection, header handling, TLS settings, and session management; blueprint mandates using dedicated templates like Portal-App-Template for productive portals.",10.0,14,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
2f3324d0-2a20-4280-95e0-d64f3a47c411,562,WEB APPLICATION FIREWALL (WAF),INSPECTION POLICIES,Inspection policies are applied by the WAF to inspect and potentially modify traffic; these policies must be validated after updates to ensure they haven't cleared custom rewrite rules or headers.,10.0,13,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
2f4cf9fa-e5ec-44c4-8194-f9f5f84acc05,563,REVERSE PROXY LAYER,BACKEND APPLICATION SERVER,The reverse proxy layer forwards client requests to backend application servers and must preserve or convey original HTTPS semantics (via headers) so backends can process requests correctly.,10.0,10,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
c4635a96-3b84-4292-b69b-76db6ae3da65,564,REVERSE PROXY LAYER,SESSION PERSISTENCE / SESSION HANDLING,"The reverse proxy layer implements session persistence/session handling to keep user sessions routed consistently to the correct backend instance, supporting authentication flows and stateful interactions.",9.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
0ead5044-0851-4031-9b27-07624b36f1a0,565,REVERSE PROXY LAYER,PERIMETER ZONE,The reverse proxy operates in the Perimeter Zone to forward external requests to internal backends and handle host header/session persistence; it co-locates with the WAF at the perimeter.,10.0,9,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
daac4e2b-604d-4051-ba1e-bab52b7661ed,566,REVERSE PROXY LAYER,DNS SERVICE,Reverse proxy/host header handling relies on correct DNS records to route requests to the appropriate virtual host/backend; mismatch between DNS and host-header rules can break access.,9.0,12,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
35abab0e-c6bf-44cd-928c-9fe0bf1b5d9a,567,REVERSE PROXY LAYER,HEADER REWRITE RULES,"Header rewrite rules are implemented in the reverse proxy/WAF to preserve original-request context (e.g., X-Forwarded headers) and to avoid redirect loops between HTTP and HTTPS; they are critical for correct backend behavior.",10.0,10,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
66d04a67-a5aa-42ba-ba50-c0fc45590156,568,PORTAL-APP-TEMPLATE,HEADER REWRITE RULES,The Portal-App-Template contains documented header rewrite rules that preserve HTTPS semantics and handle authentication flows; blueprint requires these rules to remain intact after updates.,10.0,10,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
263a714d-414e-424b-9898-52c320e940c1,569,PORTAL-APP-TEMPLATE,SESSION PERSISTENCE / SESSION HANDLING,The Portal-App-Template includes session handling configuration to ensure authentication flows and session affinity behave correctly for published portal applications.,9.0,8,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
c20595f4-739f-47db-95d8-4f658a4eb73d,570,PORTAL-APP-TEMPLATE,WAF PROFILES,The Portal-App-Template is an example of a WAF profile/template that must be applied for portal applications; WAF profiles include templates such as Portal-App-Template and the blueprint forbids using generic profiles like Default-Strict in production.,10.0,9,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
bdfb0429-274e-4c49-b982-78bec7ccc85d,571,BACKEND APPLICATION SERVER,SERVER VLAN,Backend application servers are located in a separate server VLAN to avoid direct Internet exposure as required by the blueprint.,10.0,6,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
ddb233c0-6777-4608-98df-ce53609e7219,572,BACKEND APPLICATION SERVER,"X-FORWARDED HEADERS (X-FORWARDED-PROTO, X-FORWARDED-HOST)",Backends rely on X-Forwarded headers to correctly interpret the original request scheme and host because TLS is terminated at the perimeter and internal transport is HTTP by default.,10.0,7,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
6af1e65f-350f-44bd-b986-50c06a5206a8,573,BACKEND APPLICATION SERVER,INTERNAL APPLICATION ZONE,Backend application servers are hosted within the Internal Application Zone and rely on preserved HTTPS semantics and header context from the perimeter to function correctly.,10.0,6,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
4fbbf4f0-8c61-457f-aba0-6039c8ddc2d3,574,SERVER VLAN,INTERNAL APPLICATION ZONE,The Internal Application Zone is realized as one or more server VLANs where backend application servers reside to prevent direct Internet exposure.,10.0,4,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
8d137418-7fd0-4cc3-90da-b0d51d1fa5b5,575,"X-FORWARDED HEADERS (X-FORWARDED-PROTO, X-FORWARDED-HOST)",HEADER REWRITE RULES,"Header rewrite rules implement and preserve X-Forwarded headers (and other header adjustments) so backends receive accurate original-request information and to prevent redirect loops between HTTP and HTTPS.
Header rewrite rules are the mechanism used to set and preserve X-Forwarded headers so backends can interpret the original HTTPS request despite TLS termination at the perimeter.",20.0,7,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
b986a557-9dc1-4536-bc43-f89887c51c66,576,CUSTOMER PORTAL (PORTAL.KF40.CH),DNS SERVICE,DNS service resolves the customer portal hostname (portal.kf40.ch) to perimeter addresses so clients can reach the published portal; DNS affects routing and must align with reverse proxy/WAF configuration.,10.0,11,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
4a79b775-5b96-497e-b993-44d3635aadfe,577,INTERNET,PERIMETER ZONE,External client traffic originates from the Internet and is terminated/inspected in the Perimeter Zone (WAF/Reverse Proxy) before being forwarded to internal services.,10.0,4,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
a19a2241-0ca8-4010-8d68-a96a77a06e22,578,WAF PROFILES,INSPECTION POLICIES,"WAF profiles encapsulate or reference specific inspection policies; changes to profiles can alter which inspection policies are active, so both must be validated after updates.",10.0,5,['ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']
d87c13d6-b1ac-4953-aff5-0f973796492d,579,CERTIFICATE SERVICES & DEVICE AUTHENTICATION (MICROSOFT NDES / CERTIFICATES / INTUNE / AD CS),NDES (NETWORK DEVICE ENROLLMENT SERVICE),"The blueprint document describes the NDES role, its operation, failure modes, installation checks and integration points; it is the authoritative guidance for deploying and troubleshooting NDES.",10.0,18,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
bd83caa0-e9a5-4a4f-a226-bb741d0fcaf7,580,CERTIFICATE SERVICES & DEVICE AUTHENTICATION (MICROSOFT NDES / CERTIFICATES / INTUNE / AD CS),ACTIVE DIRECTORY CERTIFICATE SERVICES (AD CS),"The document details AD CS responsibilities, best practices (Root/Issuing CA separation), and post-configuration steps required for NDES; AD CS is the backend CA infrastructure described by the blueprint.",10.0,12,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
5f2488d7-bbb8-4646-b1af-90afa2eb4d55,581,CERTIFICATE SERVICES & DEVICE AUTHENTICATION (MICROSOFT NDES / CERTIFICATES / INTUNE / AD CS),MICROSOFT INTUNE,The blueprint documents optional Intune integration and licensing considerations and describes how NDES can be used in conjunction with Intune-managed device certificate provisioning.,8.0,10,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
a271532a-ba0c-4088-a04f-e8b3114110b8,582,CERTIFICATE SERVICES & DEVICE AUTHENTICATION (MICROSOFT NDES / CERTIFICATES / INTUNE / AD CS),DECISION TREE – NDES INSTALLATION & OPERATION,The decision tree is a component/section of the overall blueprint document providing the stepwise install/validation/escalation logic for NDES and AD CS operations.,10.0,8,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
c2005eb3-384d-4848-8d34-42fe3f5a9301,583,CERTIFICATE SERVICES & DEVICE AUTHENTICATION (MICROSOFT NDES / CERTIFICATES / INTUNE / AD CS),MONITORING OF CERTIFICATE REQUESTS AND ERRORS,The blueprint explicitly recommends monitoring certificate requests and errors and documents why monitoring is critical to detect indirect service impacts; monitoring guidance is part of the document's best practices and operational sections.,8.0,8,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
309fb8e5-9835-4a78-b50e-8167e0798859,584,NDES (NETWORK DEVICE ENROLLMENT SERVICE),ACTIVE DIRECTORY CERTIFICATE SERVICES (AD CS),NDES depends on AD CS (Issuing CA and certificate templates) to actually issue certificates; communication and post-configuration between NDES and AD CS must succeed for issuance to work.,10.0,20,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
6469b829-1efd-497c-88db-9a9ac076e6fa,585,NDES (NETWORK DEVICE ENROLLMENT SERVICE),MICROSOFT INTUNE,"NDES is often used to provide certificates to Intune-managed devices (optional integration), enabling device authentication workflows described in the blueprint.",8.0,18,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
5adb8987-6d08-4a8d-8c5d-14ff7e5f05c6,586,NDES (NETWORK DEVICE ENROLLMENT SERVICE),ISSUING CA,NDES must be configured to target the correct Issuing CA and template to successfully request and receive certificates; the decision tree explicitly checks for correct Issuing CA selection.,10.0,16,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
6e9419a9-fe55-4db2-b6c4-d5d52ff8efaf,587,NDES (NETWORK DEVICE ENROLLMENT SERVICE),"IIS COMPONENTS (ASP.NET 3.5, ASP.NET 4.7.2, REQUEST FILTERING, IIS 6 MANAGEMENT COMPATIBILITY)",NDES runs on IIS and requires specific IIS components/features; the decision tree instructs installing missing components and testing NDES startup if components are absent.,10.0,16,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
01b80940-de3e-4739-aad4-adfd7cf40814,588,NDES (NETWORK DEVICE ENROLLMENT SERVICE),NDES SERVICE ACCOUNT,The NDES service uses a dedicated service account for runtime operations; the decision tree checks that the service account is present and correctly permissioned as a prerequisite for operation.,10.0,15,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
1c33e901-8e97-407d-8577-ebd932ca7036,589,NDES (NETWORK DEVICE ENROLLMENT SERVICE),CERTIFICATE TEMPLATES,NDES requests certificates according to configured templates; incorrect template configuration or selection in NDES/AD CS integration causes issuance failures described in the decision tree.,9.0,15,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
d0dc6ad5-d4a7-4181-9c2a-cae7203cb65a,590,NDES (NETWORK DEVICE ENROLLMENT SERVICE),TARGET DEVICES (NETWORK DEVICES / MANAGED ENDPOINTS),NDES issues certificates that are consumed by target devices and managed endpoints for secure communication and authentication; successful issuance is verified by testing certificate enrollment on targeted devices as the final decision-tree step.,10.0,14,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
a1a1fa56-39f8-4937-9f02-4fb4be07d4e5,591,NDES (NETWORK DEVICE ENROLLMENT SERVICE),MONITORING OF CERTIFICATE REQUESTS AND ERRORS,"Monitoring systems should track NDES activity (requests, failures, errors) to detect indirect symptoms (connection drops, authentication failures) and to trigger escalations as prescribed in the blueprint.",9.0,16,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
1b6ef2af-ecde-406e-98fe-b2c9a17f4c44,592,NDES (NETWORK DEVICE ENROLLMENT SERVICE),AD CS POST-CONFIGURATION FOR NDES,AD CS post-configuration (registration and enabling of NDES-specific settings/templates) is required for NDES to function; the decision tree explicitly checks whether post-configuration is complete before proceeding.,10.0,14,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
13b9d80e-252e-411c-9277-65940267cdb5,593,NDES (NETWORK DEVICE ENROLLMENT SERVICE),IIS HOST / WEB SERVER,NDES is implemented as an IIS-hosted web service; it requires the IIS host to run and expose the NDES endpoints used for certificate enrollment requests.,10.0,17,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
3c69ab71-3016-45f8-83d6-6f66e4cd344c,594,NDES (NETWORK DEVICE ENROLLMENT SERVICE),NETWORK DEVICES,NDES issues certificates that are consumed by network devices for device authentication and secure management; network devices are primary enrollment targets described by the blueprint.,10.0,14,['4355c462b11cd5d5b23d0cda408b6e07fd6e1df8b69fea29a92e516ffe76ba76a7e22deddebe37f427f6abb145d140a6b0bff6fc9646585368eeeea2b41e8551']
